"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
,,,,IN,"File Data","APR %","9","Text",""
,,,,IN,"File Data","Loan ID","9","Text",""
,,,,IN,"File Data","loan info","9","Text",""
,,,,IN,"File Data","Name","10","Text","Lester Solis"
,,,,IN,"File Data","Email","10","Text","elit.dictum.eu@hotmail.edu"
,,,,IN,"File Data","Age","10","Text","96"
,,,,IN,"File Data","Annual Income","10","Text","?79 ,849"
,,,,IN,"File Data","Loan Amount","10","Text","?5,366.25"
,,,,IN,"File Data","Loan Request Date","10","Text","17-Nov-23"
,,,,IN,"File Data","Loan Term","10","Text","3"
,,,,IN,"File Data","Loan Approved","10","Text",""
,,,,IN,"File Data","APR %","10","Text",""
,,,,IN,"File Data","Loan ID","10","Text",""
,,,,IN,"File Data","loan info","10","Text",""
,,,,IN,"File Data","Name","11","Text","Brock Mcfadden"
,,,,IN,"File Data","Email","11","Text","sed@hotmail.com"
,,,,IN,"File Data","Age","11","Text","49"
,,,,IN,"File Data","Annual Income","11","Text","?28 ,679"
,,,,IN,"File Data","Loan Amount","11","Text","?176.95"
,,,,IN,"File Data","Loan Request Date","11","Text","24-Mar-24"
,,,,IN,"File Data","Loan Term","11","Text","3"
,,,,IN,"File Data","Loan Approved","11","Text",""
,,,,IN,"File Data","APR %","11","Text",""
,,,,IN,"File Data","Loan ID","11","Text",""
,,,,IN,"File Data","loan info","11","Text",""
,,,,IN,"File Data","Name","12","Text","Imelda Garcia"
,,,,IN,"File Data","Email","12","Text","sed.orci.lobortis@protonmail.edu"
,,,,IN,"File Data","Age","12","Text","84"
,,,,IN,"File Data","Annual Income","12","Text","?5 ,528"
,,,,IN,"File Data","Loan Amount","12","Text","?9,212.86"
,,,,IN,"File Data","Loan Request Date","12","Text","2-Sep-24"
,,,,IN,"File Data","Loan Term","12","Text","3"
,,,,IN,"File Data","Loan Approved","12","Text",""
,,,,IN,"File Data","APR %","12","Text",""
,,,,IN,"File Data","Loan ID","12","Text",""
,,,,IN,"File Data","loan info","12","Text",""
,,,,IN,"File Data","Name","13","Text","Janna Watts"
,,,,IN,"File Data","Email","13","Text","orci.ut.semper@protonmail.edu"
,,,,IN,"File Data","Age","13","Text","98"
,,,,IN,"File Data","Annual Income","13","Text","?86 ,907"
,,,,IN,"File Data","Loan Amount","13","Text","?8,946.91"
,,,,IN,"File Data","Loan Request Date","13","Text","2-Sep-24"
,,,,IN,"File Data","Loan Term","13","Text","3"
,,,,IN,"File Data","Loan Approved","13","Text",""
,,,,IN,"File Data","APR %","13","Text",""
,,,,IN,"File Data","Loan ID","13","Text",""
,,,,IN,"File Data","loan info","13","Text",""
,,,,IN,"File Data","Name","14","Text","Davis Neal"
,,,,IN,"File Data","Email","14","Text","vestibulum@protonmail.couk"
,,,,IN,"File Data","Age","14","Text","27"
,,,,IN,"File Data","Annual Income","14","Text","?40 ,880"
,,,,IN,"File Data","Loan Amount","14","Text","?446.09"
,,,,IN,"File Data","Loan Request Date","14","Text","10-Sep-23"
,,,,IN,"File Data","Loan Term","14","Text","3"
,,,,IN,"File Data","Loan Approved","14","Text",""
,,,,IN,"File Data","APR %","14","Text",""
,,,,IN,"File Data","Loan ID","14","Text",""
,,,,IN,"File Data","loan info","14","Text",""
,,,,IN,"File Data","Name","15","Text","Martha Farrell"
,,,,IN,"File Data","Email","15","Text","id.magna@protonmail.net"
,,,,IN,"File Data","Age","15","Text","98"
,,,,IN,"File Data","Annual Income","15","Text","?85 ,421"
,,,,IN,"File Data","Loan Amount","15","Text","?7,528.40"
,,,,IN,"File Data","Loan Request Date","15","Text","1-Jan-25"
,,,,IN,"File Data","Loan Term","15","Text","3"
,,,,IN,"File Data","Loan Approved","15","Text",""
,,,,IN,"File Data","APR %","15","Text",""
,,,,IN,"File Data","Loan ID","15","Text",""
,,,,IN,"File Data","loan info","15","Text",""
,,,,IN,"File Data","Name","16","Text","Dale Patton"
,,,,IN,"File Data","Email","16","Text","fringilla.euismod.enim@yahoo.com"
,,,,IN,"File Data","Age","16","Text","21"
,,,,IN,"File Data","Annual Income","16","Text","?31 ,603"
,,,,IN,"File Data","Loan Amount","16","Text","?8,550.12"
,,,,IN,"File Data","Loan Request Date","16","Text","5-May-24"
,,,,IN,"File Data","Loan Term","16","Text","3"
,,,,IN,"File Data","Loan Approved","16","Text",""
,,,,IN,"File Data","APR %","16","Text",""
,,,,IN,"File Data","Loan ID","16","Text",""
,,,,IN,"File Data","loan info","16","Text",""
,,,,IN,"File Data","Name","17","Text","Germaine Watkins"
,,,,IN,"File Data","Email","17","Text","cras.pellentesque@yahoo.org"
,,,,IN,"File Data","Age","17","Text","85"
,,,,IN,"File Data","Annual Income","17","Text","?26 ,265"
,,,,IN,"File Data","Loan Amount","17","Text","?7,419.89"
,,,,IN,"File Data","Loan Request Date","17","Text","27-Nov-23"
,,,,IN,"File Data","Loan Term","17","Text","10"
,,,,IN,"File Data","Loan Approved","17","Text",""
,,,,IN,"File Data","APR %","17","Text",""
,,,,IN,"File Data","Loan ID","17","Text",""
,,,,IN,"File Data","loan info","17","Text",""
,,,,IN,"File Data","Name","18","Text","Carolyn Vang"
,,,,IN,"File Data","Email","18","Text","ornare.sagittis@protonmail.com"
,,,,IN,"File Data","Age","18","Text","41"
,,,,IN,"File Data","Annual Income","18","Text","?45 ,642"
,,,,IN,"File Data","Loan Amount","18","Text","?9,818.42"
,,,,IN,"File Data","Loan Request Date","18","Text","2-Sep-24"
,,,,IN,"File Data","Loan Term","18","Text","10"
,,,,IN,"File Data","Loan Approved","18","Text",""
,,,,IN,"File Data","APR %","18","Text",""
,,,,IN,"File Data","Loan ID","18","Text",""
,,,,IN,"File Data","loan info","18","Text",""
,,,,IN,"File Data","Name","19","Text","Miriam Russell"
,,,,IN,"File Data","Email","19","Text","egestas.aliquam@hotmail.com"
,,,,IN,"File Data","Age","19","Text","67"
,,,,IN,"File Data","Annual Income","19","Text","?71 ,342"
,,,,IN,"File Data","Loan Amount","19","Text","?3,613.69"
,,,,IN,"File Data","Loan Request Date","19","Text","21-Aug-24"
,,,,IN,"File Data","Loan Term","19","Text","10"
,,,,IN,"File Data","Loan Approved","19","Text",""
,,,,IN,"File Data","APR %","19","Text",""
,,,,IN,"File Data","Loan ID","19","Text",""
,,,,IN,"File Data","loan info","19","Text",""
,,,,IN,"File Data","Name","20","Text","Gloria Quinn"
,,,,IN,"File Data","Email","20","Text","sagittis.nullam@hotmail.ca"
,,,,IN,"File Data","Age","20","Text","21"
,,,,IN,"File Data","Annual Income","20","Text","?326"
,,,,IN,"File Data","Loan Amount","20","Text","?191.16"
,,,,IN,"File Data","Loan Request Date","20","Text","20-Oct-24"
,,,,IN,"File Data","Loan Term","20","Text","10"
,,,,IN,"File Data","Loan Approved","20","Text",""
,,,,IN,"File Data","APR %","20","Text",""
,,,,IN,"File Data","Loan ID","20","Text",""
,,,,IN,"File Data","loan info","20","Text",""
,,,,IN,"File Data","Name","21","Text","Isabelle Sutton"
,,,,IN,"File Data","Email","21","Text","eros.non@outlook.ca"
,,,,IN,"File Data","Age","21","Text","40"
,,,,IN,"File Data","Annual Income","21","Text","?52 ,815"
,,,,IN,"File Data","Loan Amount","21","Text","?1,369.73"
,,,,IN,"File Data","Loan Request Date","21","Text","2-Aug-23"
,,,,IN,"File Data","Loan Term","21","Text","10"
,,,,IN,"File Data","Loan Approved","21","Text",""
,,,,IN,"File Data","APR %","21","Text",""
,,,,IN,"File Data","Loan ID","21","Text",""
,,,,IN,"File Data","loan info","21","Text",""
,,,,IN,"File Data","Name","22","Text","Jelani Campbell"
,,,,IN,"File Data","Email","22","Text","odio.semper.cursus@google.com"
,,,,IN,"File Data","Age","22","Text","28"
,,,,IN,"File Data","Annual Income","22","Text","?72 ,018"
,,,,IN,"File Data","Loan Amount","22","Text","?8,727.36"
,,,,IN,"File Data","Loan Request Date","22","Text","1-Dec-23"
,,,,IN,"File Data","Loan Term","22","Text","10"
,,,,IN,"File Data","Loan Approved","22","Text",""
,,,,IN,"File Data","APR %","22","Text",""
,,,,IN,"File Data","Loan ID","22","Text",""
,,,,IN,"File Data","loan info","22","Text",""
,,,,IN,"File Data","Name","23","Text","Brenden Hartman"
,,,,IN,"File Data","Email","23","Text","et.magnis@outlook.net"
,,,,IN,"File Data","Age","23","Text","21"
,,,,IN,"File Data","Annual Income","23","Text","?68 ,875"
,,,,IN,"File Data","Loan Amount","23","Text","?7,332.66"
,,,,IN,"File Data","Loan Request Date","23","Text","6-Sep-24"
,,,,IN,"File Data","Loan Term","23","Text","10"
,,,,IN,"File Data","Loan Approved","23","Text",""
,,,,IN,"File Data","APR %","23","Text",""
,,,,IN,"File Data","Loan ID","23","Text",""
,,,,IN,"File Data","loan info","23","Text",""
,,,,IN,"File Data","Name","24","Text","Reese Craig"
,,,,IN,"File Data","Email","24","Text","auctor@aol.edu"
,,,,IN,"File Data","Age","24","Text","74"
,,,,IN,"File Data","Annual Income","24","Text","?83 ,926"
,,,,IN,"File Data","Loan Amount","24","Text","?7,040.41"
,,,,IN,"File Data","Loan Request Date","24","Text","27-Aug-23"
,,,,IN,"File Data","Loan Term","24","Text","10"
,,,,IN,"File Data","Loan Approved","24","Text",""
,,,,IN,"File Data","APR %","24","Text",""
,,,,IN,"File Data","Loan ID","24","Text",""
,,,,IN,"File Data","loan info","24","Text",""
,,,,IN,"File Data","Name","25","Text","Abraham Vinson"
,,,,IN,"File Data","Email","25","Text","curabitur.dictum@google.com"
,,,,IN,"File Data","Age","25","Text","47"
,,,,IN,"File Data","Annual Income","25","Text","?63 ,826"
,,,,IN,"File Data","Loan Amount","25","Text","?310.74"
,,,,IN,"File Data","Loan Request Date","25","Text","15-Sep-23"
,,,,IN,"File Data","Loan Term","25","Text","10"
,,,,IN,"File Data","Loan Approved","25","Text",""
,,,,IN,"File Data","APR %","25","Text",""
,,,,IN,"File Data","Loan ID","25","Text",""
,,,,IN,"File Data","loan info","25","Text",""
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"Validation Row","Decision","True","3/22/2024 11:09:17 AM"
"End","End",,"3/22/2024 11:09:17 AM"

,,,,OUT,"Modify File Data",,,,
,,,,OUT,"Modify File Data","Name","1","Text","Isabella Reyes"
,,,,OUT,"Modify File Data","Email","1","Text","nisi.dictum@outlook.ca"
,,,,OUT,"Modify File Data","Age","1","Text","51"
,,,,OUT,"Modify File Data","Annual Income","1","Text","?82 ,058"
,,,,OUT,"Modify File Data","Loan Amount","1","Text","?3,616.41"
,,,,OUT,"Modify File Data","Loan Request Date","1","Text","19-Jan-24"
,,,,OUT,"Modify File Data","Loan Term","1","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","1","Text",""
,,,,OUT,"Modify File Data","APR %","1","Text",""
,,,,OUT,"Modify File Data","Loan ID","1","Text",""
,,,,OUT,"Modify File Data","loan info","1","Text",""
,,,,OUT,"Modify File Data","Full Data","1","Text","True"
,,,,OUT,"Modify File Data","User Index","1","Number","0"
,,,,OUT,"Modify File Data","Name","2","Text","Fay Schultz"
,,,,OUT,"Modify File Data","Email","2","Text","eu@outlook.org"
,,,,OUT,"Modify File Data","Age","2","Text","71"
,,,,OUT,"Modify File Data","Annual Income","2","Text","?63 ,579"
,,,,OUT,"Modify File Data","Loan Amount","2","Text","?3,991.56"
,,,,OUT,"Modify File Data","Loan Request Date","2","Text","20-Aug-23"
,,,,OUT,"Modify File Data","Loan Term","2","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","2","Text",""
,,,,OUT,"Modify File Data","APR %","2","Text",""
,,,,OUT,"Modify File Data","Loan ID","2","Text",""
,,,,OUT,"Modify File Data","loan info","2","Text",""
,,,,OUT,"Modify File Data","Full Data","2","Text","True"
,,,,OUT,"Modify File Data","User Index","2","Number","1"
,,,,OUT,"Modify File Data","Name","3","Text","Kristen Skinner"
,,,,OUT,"Modify File Data","Email","3","Text","nostra@outlook.edu"
,,,,OUT,"Modify File Data","Age","3","Text","95"
,,,,OUT,"Modify File Data","Annual Income","3","Text","?91 ,414"
,,,,OUT,"Modify File Data","Loan Amount","3","Text","?302.94"
,,,,OUT,"Modify File Data","Loan Request Date","3","Text","29-Dec-23"
,,,,OUT,"Modify File Data","Loan Term","3","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","3","Text",""
,,,,OUT,"Modify File Data","APR %","3","Text",""
,,,,OUT,"Modify File Data","Loan ID","3","Text",""
,,,,OUT,"Modify File Data","loan info","3","Text",""
,,,,OUT,"Modify File Data","Full Data","3","Text","True"
,,,,OUT,"Modify File Data","User Index","3","Number","2"
,,,,OUT,"Modify File Data","Name","4","Text","Yael Guerra"
,,,,OUT,"Modify File Data","Email","4","Text","erat.semper@google.net"
,,,,OUT,"Modify File Data","Age","4","Text","91"
,,,,OUT,"Modify File Data","Annual Income","4","Text","?68 ,730"
,,,,OUT,"Modify File Data","Loan Amount","4","Text","?4,619.69"
,,,,OUT,"Modify File Data","Loan Request Date","4","Text","12-Jun-24"
,,,,OUT,"Modify File Data","Loan Term","4","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","4","Text",""
,,,,OUT,"Modify File Data","APR %","4","Text",""
,,,,OUT,"Modify File Data","Loan ID","4","Text",""
,,,,OUT,"Modify File Data","loan info","4","Text",""
,,,,OUT,"Modify File Data","Full Data","4","Text","True"
,,,,OUT,"Modify File Data","User Index","4","Number","3"
,,,,OUT,"Modify File Data","Name","5","Text","Macon Olsen"
,,,,OUT,"Modify File Data","Email","5","Text","praesent.interdum.ligula@protonmail.edu"
,,,,OUT,"Modify File Data","Age","5","Text","68"
,,,,OUT,"Modify File Data","Annual Income","5","Text","?11 ,478"
,,,,OUT,"Modify File Data","Loan Amount","5","Text","?9,108.45"
,,,,OUT,"Modify File Data","Loan Request Date","5","Text","23-May-23"
,,,,OUT,"Modify File Data","Loan Term","5","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","5","Text",""
,,,,OUT,"Modify File Data","APR %","5","Text",""
,,,,OUT,"Modify File Data","Loan ID","5","Text",""
,,,,OUT,"Modify File Data","loan info","5","Text",""
,,,,OUT,"Modify File Data","Full Data","5","Text","True"
,,,,OUT,"Modify File Data","User Index","5","Number","4"
,,,,OUT,"Modify File Data","Name","6","Text","Adrian Larsen"
,,,,OUT,"Modify File Data","Email","6","Text","nunc.lectus.pede@hotmail.org"
,,,,OUT,"Modify File Data","Age","6","Text","41"
,,,,OUT,"Modify File Data","Annual Income","6","Text","?78 ,188"
,,,,OUT,"Modify File Data","Loan Amount","6","Text","?5,792.84"
,,,,OUT,"Modify File Data","Loan Request Date","6","Text","23-Oct-24"
,,,,OUT,"Modify File Data","Loan Term","6","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","6","Text",""
,,,,OUT,"Modify File Data","APR %","6","Text",""
,,,,OUT,"Modify File Data","Loan ID","6","Text",""
,,,,OUT,"Modify File Data","loan info","6","Text",""
,,,,OUT,"Modify File Data","Full Data","6","Text","True"
,,,,OUT,"Modify File Data","User Index","6","Number","5"
,,,,OUT,"Modify File Data","Name","7","Text","Danielle Hyde"
,,,,OUT,"Modify File Data","Email","7","Text","imperdiet.ornare@outlook.edu"
,,,,OUT,"Modify File Data","Age","7","Text","89"
,,,,OUT,"Modify File Data","Annual Income","7","Text","?68 ,878"
,,,,OUT,"Modify File Data","Loan Amount","7","Text","?4,499.49"
,,,,OUT,"Modify File Data","Loan Request Date","7","Text","27-Nov-24"
,,,,OUT,"Modify File Data","Loan Term","7","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","7","Text",""
,,,,OUT,"Modify File Data","APR %","7","Text",""
,,,,OUT,"Modify File Data","Loan ID","7","Text",""
,,,,OUT,"Modify File Data","loan info","7","Text",""
,,,,OUT,"Modify File Data","Full Data","7","Text","True"
,,,,OUT,"Modify File Data","User Index","7","Number","6"
,,,,OUT,"Modify File Data","Name","8","Text","Stacy Barrera"
,,,,OUT,"Modify File Data","Email","8","Text","eu.odio@google.couk"
,,,,OUT,"Modify File Data","Age","8","Text","44"
,,,,OUT,"Modify File Data","Annual Income","8","Text","?39 ,760"
,,,,OUT,"Modify File Data","Loan Amount","8","Text","?1,834.04"
,,,,OUT,"Modify File Data","Loan Request Date","8","Text","16-Dec-24"
,,,,OUT,"Modify File Data","Loan Term","8","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","8","Text",""
,,,,OUT,"Modify File Data","APR %","8","Text",""
,,,,OUT,"Modify File Data","Loan ID","8","Text",""
,,,,OUT,"Modify File Data","loan info","8","Text",""
,,,,OUT,"Modify File Data","Full Data","8","Text","True"
,,,,OUT,"Modify File Data","User Index","8","Number","7"
,,,,OUT,"Modify File Data","Name","9","Text","Holmes Morin"
,,,,OUT,"Modify File Data","Email","9","Text","cras.dolor@protonmail.com"
,,,,OUT,"Modify File Data","Age","9","Text","22"
,,,,OUT,"Modify File Data","Annual Income","9","Text","?63 ,651"
,,,,OUT,"Modify File Data","Loan Amount","9","Text","?9,620.30"
,,,,OUT,"Modify File Data","Loan Request Date","9","Text","27-Jul-24"
,,,,OUT,"Modify File Data","Loan Term","9","Text","9"
,,,,OUT,"Modify File Data","Loan Approved","9","Text",""
,,,,OUT,"Modify File Data","APR %","9","Text",""
,,,,OUT,"Modify File Data","Loan ID","9","Text",""
,,,,OUT,"Modify File Data","loan info","9","Text",""
,,,,OUT,"Modify File Data","Full Data","9","Text","True"
,,,,OUT,"Modify File Data","User Index","9","Number","8"
,,,,OUT,"Modify File Data","Name","10","Text","Lester Solis"
,,,,OUT,"Modify File Data","Email","10","Text","elit.dictum.eu@hotmail.edu"
,,,,OUT,"Modify File Data","Age","10","Text","96"
,,,,OUT,"Modify File Data","Annual Income","10","Text","?79 ,849"
,,,,OUT,"Modify File Data","Loan Amount","10","Text","?5,366.25"
,,,,OUT,"Modify File Data","Loan Request Date","10","Text","17-Nov-23"
,,,,OUT,"Modify File Data","Loan Term","10","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","10","Text",""
,,,,OUT,"Modify File Data","APR %","10","Text",""
,,,,OUT,"Modify File Data","Loan ID","10","Text",""
,,,,OUT,"Modify File Data","loan info","10","Text",""
,,,,OUT,"Modify File Data","Full Data","10","Text","True"
,,,,OUT,"Modify File Data","User Index","10","Number","9"
,,,,OUT,"Modify File Data","Name","11","Text","Brock Mcfadden"
,,,,OUT,"Modify File Data","Email","11","Text","sed@hotmail.com"
,,,,OUT,"Modify File Data","Age","11","Text","49"
,,,,OUT,"Modify File Data","Annual Income","11","Text","?28 ,679"
,,,,OUT,"Modify File Data","Loan Amount","11","Text","?176.95"
,,,,OUT,"Modify File Data","Loan Request Date","11","Text","24-Mar-24"
,,,,OUT,"Modify File Data","Loan Term","11","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","11","Text",""
,,,,OUT,"Modify File Data","APR %","11","Text",""
,,,,OUT,"Modify File Data","Loan ID","11","Text",""
,,,,OUT,"Modify File Data","loan info","11","Text",""
,,,,OUT,"Modify File Data","Full Data","11","Text","True"
,,,,OUT,"Modify File Data","User Index","11","Number","10"
,,,,OUT,"Modify File Data","Name","12","Text","Imelda Garcia"
,,,,OUT,"Modify File Data","Email","12","Text","sed.orci.lobortis@protonmail.edu"
,,,,OUT,"Modify File Data","Age","12","Text","84"
,,,,OUT,"Modify File Data","Annual Income","12","Text","?5 ,528"
,,,,OUT,"Modify File Data","Loan Amount","12","Text","?9,212.86"
,,,,OUT,"Modify File Data","Loan Request Date","12","Text","2-Sep-24"
,,,,OUT,"Modify File Data","Loan Term","12","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","12","Text",""
,,,,OUT,"Modify File Data","APR %","12","Text",""
,,,,OUT,"Modify File Data","Loan ID","12","Text",""
,,,,OUT,"Modify File Data","loan info","12","Text",""
,,,,OUT,"Modify File Data","Full Data","12","Text","True"
,,,,OUT,"Modify File Data","User Index","12","Number","11"
,,,,OUT,"Modify File Data","Name","13","Text","Janna Watts"
,,,,OUT,"Modify File Data","Email","13","Text","orci.ut.semper@protonmail.edu"
,,,,OUT,"Modify File Data","Age","13","Text","98"
,,,,OUT,"Modify File Data","Annual Income","13","Text","?86 ,907"
,,,,OUT,"Modify File Data","Loan Amount","13","Text","?8,946.91"
,,,,OUT,"Modify File Data","Loan Request Date","13","Text","2-Sep-24"
,,,,OUT,"Modify File Data","Loan Term","13","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","13","Text",""
,,,,OUT,"Modify File Data","APR %","13","Text",""
,,,,OUT,"Modify File Data","Loan ID","13","Text",""
,,,,OUT,"Modify File Data","loan info","13","Text",""
,,,,OUT,"Modify File Data","Full Data","13","Text","True"
,,,,OUT,"Modify File Data","User Index","13","Number","12"
,,,,OUT,"Modify File Data","Name","14","Text","Davis Neal"
,,,,OUT,"Modify File Data","Email","14","Text","vestibulum@protonmail.couk"
,,,,OUT,"Modify File Data","Age","14","Text","27"
,,,,OUT,"Modify File Data","Annual Income","14","Text","?40 ,880"
,,,,OUT,"Modify File Data","Loan Amount","14","Text","?446.09"
,,,,OUT,"Modify File Data","Loan Request Date","14","Text","10-Sep-23"
,,,,OUT,"Modify File Data","Loan Term","14","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","14","Text",""
,,,,OUT,"Modify File Data","APR %","14","Text",""
,,,,OUT,"Modify File Data","Loan ID","14","Text",""
,,,,OUT,"Modify File Data","loan info","14","Text",""
,,,,OUT,"Modify File Data","Full Data","14","Text","True"
,,,,OUT,"Modify File Data","User Index","14","Number","13"
,,,,OUT,"Modify File Data","Name","15","Text","Martha Farrell"
,,,,OUT,"Modify File Data","Email","15","Text","id.magna@protonmail.net"
,,,,OUT,"Modify File Data","Age","15","Text","98"
,,,,OUT,"Modify File Data","Annual Income","15","Text","?85 ,421"
,,,,OUT,"Modify File Data","Loan Amount","15","Text","?7,528.40"
,,,,OUT,"Modify File Data","Loan Request Date","15","Text","1-Jan-25"
,,,,OUT,"Modify File Data","Loan Term","15","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","15","Text",""
,,,,OUT,"Modify File Data","APR %","15","Text",""
,,,,OUT,"Modify File Data","Loan ID","15","Text",""
,,,,OUT,"Modify File Data","loan info","15","Text",""
,,,,OUT,"Modify File Data","Full Data","15","Text","True"
,,,,OUT,"Modify File Data","User Index","15","Number","14"
,,,,OUT,"Modify File Data","Name","16","Text","Dale Patton"
,,,,OUT,"Modify File Data","Email","16","Text","fringilla.euismod.enim@yahoo.com"
,,,,OUT,"Modify File Data","Age","16","Text","21"
,,,,OUT,"Modify File Data","Annual Income","16","Text","?31 ,603"
,,,,OUT,"Modify File Data","Loan Amount","16","Text","?8,550.12"
,,,,OUT,"Modify File Data","Loan Request Date","16","Text","5-May-24"
,,,,OUT,"Modify File Data","Loan Term","16","Text","3"
,,,,OUT,"Modify File Data","Loan Approved","16","Text",""
,,,,OUT,"Modify File Data","APR %","16","Text",""
,,,,OUT,"Modify File Data","Loan ID","16","Text",""
,,,,OUT,"Modify File Data","loan info","16","Text",""
,,,,OUT,"Modify File Data","Full Data","16","Text","True"
,,,,OUT,"Modify File Data","User Index","16","Number","15"
,,,,OUT,"Modify File Data","Name","17","Text","Germaine Watkins"
,,,,OUT,"Modify File Data","Email","17","Text","cras.pellentesque@yahoo.org"
,,,,OUT,"Modify File Data","Age","17","Text","85"
,,,,OUT,"Modify File Data","Annual Income","17","Text","?26 ,265"
,,,,OUT,"Modify File Data","Loan Amount","17","Text","?7,419.89"
,,,,OUT,"Modify File Data","Loan Request Date","17","Text","27-Nov-23"
,,,,OUT,"Modify File Data","Loan Term","17","Text","10"
,,,,OUT,"Modify File Data","Loan Approved","17","Text",""
,,,,OUT,"Modify File Data","APR %","17","Text",""
,,,,OUT,"Modify File Data","Loan ID","17","Text",""
,,,,OUT,"Modify File Data","loan info","17","Text",""
,,,,OUT,"Modify File Data","Full Data","17","Text","True"
,,,,OUT,"Modify File Data","User Index","17","Number","16"
,,,,OUT,"Modify File Data","Name","18","Text","Carolyn Vang"
,,,,OUT,"Modify File Data","Email","18","Text","ornare.sagittis@protonmail.com"
,,,,OUT,"Modify File Data","Age","18","Text","41"
,,,,OUT,"Modify File Data","Annual Income","18","Text","?45 ,642"
,,,,OUT,"Modify File Data","Loan Amount","18","Text","?9,818.42"
,,,,OUT,"Modify File Data","Loan Request Date","18","Text","2-Sep-24"
,,,,OUT,"Modify File Data","Loan Term","18","Text","10"
,,,,OUT,"Modify File Data","Loan Approved","18","Text",""
,,,,OUT,"Modify File Data","APR %","18","Text",""
,,,,OUT,"Modify File Data","Loan ID","18","Text",""
,,,,OUT,"Modify File Data","loan info","18","Text",""
,,,,OUT,"Modify File Data","Full Data","18","Text","True"
,,,,OUT,"Modify File Data","User Index","18","Number","17"
,,,,OUT,"Modify File Data","Name","19","Text","Miriam Russell"
,,,,OUT,"Modify File Data","Email","19","Text","egestas.aliquam@hotmail.com"
,,,,OUT,"Modify File Data","Age","19","Text","67"
,,,,OUT,"Modify File Data","Annual Income","19","Text","?71 ,342"
,,,,OUT,"Modify File Data","Loan Amount","19","Text","?3,613.69"
,,,,OUT,"Modify File Data","Loan Request Date","19","Text","21-Aug-24"
,,,,OUT,"Modify File Data","Loan Term","19","Text","10"
,,,,OUT,"Modify File Data","Loan Approved","19","Text",""
,,,,OUT,"Modify File Data","APR %","19","Text",""
,,,,OUT,"Modify File Data","Loan ID","19","Text",""
,,,,OUT,"Modify File Data","loan info","19","Text",""
,,,,OUT,"Modify File Data","Full Data","19","Text","True"
,,,,OUT,"Modify File Data","User Index","19","Number","18"
,,,,OUT,"Modify File Data","Name","20","Text","Gloria Quinn"
,,,,OUT,"Modify File Data","Email","20","Text","sagittis.nullam@hotmail.ca"
,,,,OUT,"Modify File Data","Age","20","Text","21"
,,,,OUT,"Modify File Data","Annual Income","20","Text","?326"
,,,,OUT,"Modify File Data","Loan Amount","20","Text","?191.16"
,,,,OUT,"Modify File Data","Loan Request Date","20","Text","20-Oct-24"
,,,,OUT,"Modify File Data","Loan Term","20","Text","10"
,,,,OUT,"Modify File Data","Loan Approved","20","Text",""
,,,,OUT,"Modify File Data","APR %","20","Text",""
,,,,OUT,"Modify File Data","Loan ID","20","Text",""
,,,,OUT,"Modify File Data","loan info","20","Text",""
,,,,OUT,"Modify File Data","Full Data","20","Text","True"
,,,,OUT,"Modify File Data","User Index","20","Number","19"
